T(K)     P(bar)   d(mol/L)   x(1)
 CRI
 210.7961   59.2367   10.0896  0.878517 0.12148E+00   3   1
 210.0403   58.7382   10.0467  0.883517 0.11648E+00   3   1
 209.2797   58.2356   10.0025  0.888517 0.11148E+00   3   1
 208.5141   57.7289    9.9571  0.893517 0.10648E+00   3   1
 207.7433   57.2181    9.9104  0.898517 0.10148E+00   3   1
 206.9670   56.7032    9.8626  0.903517 0.96483E-01   3   1
 206.1851   56.1842    9.8135  0.908517 0.91483E-01   3   1
 205.3974   55.6612    9.7632  0.913517 0.86483E-01   3   1
 204.6034   55.1341    9.7117  0.918517 0.81483E-01   3   1
 203.8032   54.6031    9.6589  0.923517 0.76483E-01   3   1
 202.9963   54.0680    9.6050  0.928517 0.71483E-01   3   1
 202.1825   53.5290    9.5499  0.933517 0.66483E-01   3   1
 201.3615   52.9860    9.4936  0.938517 0.61483E-01   3   1
 200.5331   52.4390    9.4361  0.943517 0.56483E-01   3   1
 199.6970   51.8881    9.3775  0.948517 0.51483E-01   3   1
 198.8528   51.3333    9.3177  0.953517 0.46483E-01   3   1
 198.0004   50.7746    9.2567  0.958517 0.41483E-01   3   1
 197.1393   50.2120    9.1946  0.963517 0.36483E-01   3   1
 196.2693   49.6455    9.1314  0.968517 0.31483E-01   3   1
 195.3901   49.0752    9.0670  0.973517 0.26483E-01   3   1
 194.5014   48.5010    9.0016  0.978517 0.21483E-01   3   1
 193.6027   47.9230    8.9350  0.983517 0.16483E-01   3   1
 192.6939   47.3412    8.8673  0.988517 0.11483E-01   3   1
 191.7744   46.7556    8.7986  0.993517 0.64833E-02   3   1
 190.8441   46.1663    8.7288  0.998517 0.14833E-02   3   1
 190.7051   46.0786    8.7183  0.999258 0.74167E-03   2   1
 190.6356   46.0347    8.7131  0.999629 0.37083E-03   2   1
 190.6008   46.0127    8.7105  0.999815 0.18542E-03   2   1
 190.5640   45.9900    8.7078  1.000000 0.00000E+00
